Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 25/04/2019       Géographie au 01/01/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Nbre d'unités de consommation dans les ménages fiscaux;Part des ménages fiscaux imposés (%);1er quartile (€);Médiane (€);3e quartile (€);Ecart interquartile (€);1er décile (€);2e décile (€);3e décile  (€);4e décile (€) ;6e décile (€);7e décile (€);8e décile (€) ;9e décile (€);Rapport interdécile D9/D1;S80/S20;Indice de Gini;Part des salaires et traitements hors chômage (%);Part des indemnités chômage (%);Part des revenus d'activités non salariées (%);Part des pensions, retraites et rentes (%);Part des autres revenus (%);;;;;
CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;PMIMP14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSA14;PCHO14;PBEN14;PPEN14;PAUT14;;;;;
56137;Monterblanc;1210;3267;2086.2;59;15830.0;20492.0;25662.0;9832.0;11454.0;14658.0;16928.0;18712.0;21850.0;24288.0;27360.0;33084.0;2.9;3.6;0.2;66.2;2.7;5.5;21.5;4.1;;;;;
56138;Monterrein;157;386;254.8;;;18284.0;;;;;;;;;;;;;;;;;;;;;;;
56139;Montertelot;151;384;250.2;;;17794.0;;;;;;;;;;;;;;;;;;;;;;;
56140;Moréac;1402;3668;2376.6;53;14000.0;18656.0;23973.0;9973.0;9828.0;12834.0;14926.0;16908.0;20646.0;22832.0;25440.0;30262.0;3.1;3.9;0.3;63.3;2.8;8.5;22.0;3.4;;;;;
56141;Moustoir-Ac;684;1834;1178.4;;;19526.0;;;;;;;;;;;;;;;;;;;;;;;
56142;Moustoir-Remungol;281;685;458.2;;;18066.0;;;;;;;;;;;;;;;;;;;;;;;
56143;Muzillac;2204;5009;3457.8;58;15496.0;20366.0;27414.0;11918.0;10058.0;14126.0;16612.0;18538.0;22662.0;25618.0;29054.0;34198.0;3.4;4.3;0.3;42.5;2.9;5.5;42.6;6.5;;;;;
56144;Naizin;751;1829;1212.7;;;19016.0;;;;;;;;;;;;;;;;;;;;;;;
56145;Néant-sur-Yvel;453;1025;703.9;;;17530.0;;;;;;;;;;;;;;;;;;;;;;;
56146;Neulliac;628;1453;995.0;;;19280.0;;;;;;;;;;;;;;;;;;;;;;;
56147;Nivillac;1838;4390;2949.7;52;14387.0;19306.0;25678.0;11291.0;9584.0;12972.0;15312.0;17280.0;21429.0;24069.0;27586.0;33370.0;3.5;4.3;0.3;54.0;3.4;4.8;32.8;5.0;;;;;
56148;Nostang;612;1581;1028.4;;;20190.0;;;;;;;;;;;;;;;;;;;;;;;
56149;Noyal-Muzillac;1072;2605;1739.7;55;13960.0;18782.0;24354.0;10394.0;9824.0;12646.0;15166.0;17250.0;20648.0;23264.0;26416.0;31168.0;3.2;4.1;0.3;51.4;2.9;8.2;33.5;4.0;;;;;
56150;Noyalo;341;814;552.4;;;25970.0;;;;;;;;;;;;;;;;;;;;;;;
56151;Noyal-Pontivy;1509;3725;2489.2;59;15268.0;20316.0;26486.0;11218.0;10844.0;14159.0;16324.0;18518.0;22288.0;24796.0;28110.0;32958.0;3.0;3.7;0.3;61.2;2.2;6.6;25.6;4.4;;;;;
56152;Le Palais;1218;2431;1758.9;63;14172.0;19832.0;27134.0;12962.0;9498.0;13184.0;15564.0;17566.0;22074.0;25204.0;29348.0;36378.0;3.8;4.9;0.3;42.1;3.6;7.7;39.1;7.5;;;;;
56153;Péaule;1116;2712;1813.9;51;13946.0;18646.0;23844.0;9898.0;8868.0;12896.0;14748.0;16848.0;20466.0;22322.0;25564.0;30466.0;3.4;4.5;0.3;54.8;3.5;6.5;29.8;5.4;;;;;
56154;Peillac;849;1896;1308.5;;;18062.0;;;;;;;;;;;;;;;;;;;;;;;
56155;Pénestin;1039;2016;1492.6;60;15226.0;21353.0;29265.0;14039.0;9728.0;13450.0;16486.0;18682.0;23954.0;27312.0;31558.0;40096.0;4.1;5.4;0.3;26.5;2.6;11.3;52.0;7.6;;;;;
56156;Persquen;150;308;218.6;;;15934.0;;;;;;;;;;;;;;;;;;;;;;;
56157;Plaudren;759;1953;1274.9;;;19526.0;;;;;;;;;;;;;;;;;;;;;;;
56158;Plescop;2571;5802;3994.3;63;15860.0;20768.0;27836.0;11976.0;10896.0;14482.0;17036.0;18910.0;23178.0;25950.0;29956.0;36994.0;3.4;4.2;0.3;62.9;3.4;4.8;24.6;4.3;;;;;
56159;Pleucadeuc;739;1776;1190.6;;;18642.0;;;;;;;;;;;;;;;;;;;;;;;
56160;Pleugriffet;516;1227;827.5;;;17716.0;;;;;;;;;;;;;;;;;;;;;;;
56161;Ploemel;1184;2942;1959.7;58;14930.0;20146.0;27354.0;12424.0;10726.0;13632.0;15886.0;17936.0;22926.0;25392.0;29464.0;37728.0;3.5;4.7;0.3;52.0;3.8;7.1;29.5;7.6;;;;;
56162;Ploemeur;7980;18023;12550.7;69;17506.0;24310.0;32938.0;15432.0;12000.0;16012.0;18798.0;21554.0;27276.0;30836.0;35678.0;45138.0;3.8;4.9;0.3;46.0;2.5;6.4;38.5;6.6;;;;;
56163;Ploërdut;520;1166;809.1;;;18278.0;;;;;;;;;;;;;;;;;;;;;;;
56164;Ploeren;2685;6756;4499.4;67;16472.0;22668.0;30813.0;14341.0;11334.0;15218.0;17696.0;20218.0;25674.0;28526.0;32942.0;40016.0;3.5;4.6;0.3;59.2;2.8;6.4;26.0;5.6;;;;;
56165;Ploërmel;4134;9235;6375.4;56;14608.0;20298.0;26698.0;12090.0;8562.0;12700.0;15998.0;18086.0;22558.0;25292.0;28736.0;35466.0;4.1;5.4;0.3;57.2;2.7;6.3;29.5;4.3;;;;;
56166;Plouay;2391;5584;3796.1;54;14476.0;19404.0;25054.0;10578.0;10076.0;13256.0;15532.0;17524.0;21290.0;23776.0;26844.0;33084.0;3.3;4.3;0.3;54.2;3.4;6.8;30.0;5.6;;;;;
56167;Plougoumelen;975;2481;1640.3;67;17030.0;23010.0;30396.0;13366.0;11980.0;15794.0;18210.0;20660.0;25414.0;28380.0;32498.0;40186.0;3.4;4.3;0.3;59.1;2.6;7.1;25.1;6.1;;;;;
56168;Plouharnel;920;2106;1439.4;60;14874.0;20470.0;28232.0;13358.0;10186.0;13060.0;16108.0;18278.0;23206.0;25990.0;31162.0;40624.0;4.0;5.0;0.3;44.7;3.9;9.2;34.9;7.3;;;;;
56169;Plouhinec;2339;5488;3746.4;59;15234.0;21106.0;28122.0;12888.0;10822.0;13906.0;16548.0;18830.0;23554.0;26156.0;30362.0;37406.0;3.5;4.2;0.3;48.2;3.3;6.0;37.8;4.7;;;;;
56170;Plouray;482;989;710.0;;;17294.0;;;;;;;;;;;;;;;;;;;;;;;
56171;Pluherlin;631;1530;1020.6;;;18168.0;;;;;;;;;;;;;;;;;;;;;;;
56172;Plumelec;1116;2632;1776.2;49;13112.0;18482.0;23826.0;10714.0;8756.0;11932.0;14238.0;16688.0;20218.0;22558.0;25362.0;31042.0;3.5;4.5;0.3;53.6;3.3;8.6;29.4;5.1;;;;;
56173;Pluméliau;1527;3632;2451.6;53;14070.0;19014.0;24902.0;10832.0;9892.0;12818.0;14958.0;16904.0;20922.0;23494.0;26656.0;31996.0;3.2;4.1;0.3;54.0;2.9;9.4;29.1;4.6;;;;;
56174;Plumelin;922;2436;1570.7;53;14714.0;19140.0;24470.0;9756.0;10120.0;13612.0;15728.0;17508.0;21244.0;23174.0;26056.0;30034.0;3.0;3.4;0.2;67.6;3.0;5.1;21.2;3.1;;;;;
56175;Plumergat;1501;4067;2592.6;58;15648.0;20154.0;26494.0;10846.0;10924.0;14452.0;16750.0;18516.0;22218.0;25200.0;28444.0;34620.0;3.2;3.8;0.3;62.8;3.5;7.0;21.8;4.9;;;;;
56176;Pluneret;2306;5590;3749.9;62;16086.0;21334.0;27694.0;11608.0;10904.0;14756.0;17240.0;19158.0;23666.0;26234.0;29704.0;36130.0;3.3;4.1;0.3;59.2;3.7;5.3;26.7;5.1;;;;;
56177;Pluvigner;3084;7529;5017.2;51;14116.0;18972.0;24978.0;10862.0;9610.0;12688.0;15232.0;17002.0;20924.0;23592.0;26900.0;32828.0;3.4;4.2;0.3;56.6;3.3;6.5;28.6;5.0;;;;;
56178;Pontivy;6210;12951;9181.7;55;13034.0;19452.0;26726.0;13692.0;5954.0;11018.0;14592.0;17154.0;22164.0;24946.0;29042.0;36890.0;6.2;8.1;0.4;53.9;2.8;5.6;31.9;5.8;;;;;
56179;Pont-Scorff;1421;3721;2415.5;61;15732.0;20744.0;27464.0;11732.0;10304.0;14514.0;16802.0;18796.0;22956.0;25616.0;29372.0;35374.0;3.4;4.3;0.3;62.8;3.1;6.0;24.5;3.6;;;;;
56180;Porcaro;295;697;465.2;;;18418.0;;;;;;;;;;;;;;;;;;;;;;;
56181;Port-Louis;1342;2611;1916.4;56;14242.0;20218.0;27706.0;13464.0;8270.0;12556.0;15680.0;17854.0;22586.0;25790.0;29736.0;36996.0;4.5;5.5;0.3;37.7;2.8;5.1;49.2;5.2;;;;;
56182;Priziac;452;936;669.5;;;17438.0;;;;;;;;;;;;;;;;;;;;;;;
56183;Quelneuc;247;512;366.6;;;19098.0;;;;;;;;;;;;;;;;;;;;;;;
56184;Questembert;3152;7447;5041.9;55;14326.0;19390.0;25896.0;11570.0;9206.0;13070.0;15520.0;17604.0;21682.0;24262.0;27742.0;33102.0;3.6;4.7;0.3;52.5;3.0;7.3;32.0;5.2;;;;;
56185;Quéven;3518;8545;5777.2;63;16226.0;21360.0;27938.0;11712.0;11424.0;14844.0;17314.0;19386.0;23564.0;26320.0;29962.0;35476.0;3.1;3.8;0.3;52.1;2.8;3.8;37.1;4.2;;;;;
56186;Quiberon;2703;5128;3822.5;64;15440.0;21736.0;30882.0;15442.0;10426.0;14016.0;16796.0;19175.0;24534.0;28650.0;33858.0;43358.0;4.2;5.6;0.3;31.6;2.9;5.7;49.4;10.4;;;;;
56187;Quily;152;349;236.2;;;17886.0;;;;;;;;;;;;;;;;;;;;;;;
56188;Quistinic;639;1393;974.1;;;18454.0;;;;;;;;;;;;;;;;;;;;;;;
56189;Radenac;422;1006;673.8;;;18012.0;;;;;;;;;;;;;;;;;;;;;;;
56190;Réguiny;784;1886;1263.6;;;18446.0;;;;;;;;;;;;;;;;;;;;;;;
56191;Réminiac;165;379;260.2;;;16372.0;;;;;;;;;;;;;;;;;;;;;;;
56192;Remungol;403;972;647.7;;;17652.0;;;;;;;;;;;;;;;;;;;;;;;
56193;Riantec;2404;5415;3758.1;58;15286.0;20498.0;26732.0;11446.0;10278.0;13936.0;16400.0;18500.0;22630.0;25076.0;28886.0;34602.0;3.4;4.0;0.3;47.9;3.9;3.7;40.8;3.7;;;;;
56194;Rieux;1235;2982;2005.5;52;14276.0;18992.0;24288.0;10012.0;9442.0;12932.0;15472.0;17246.0;20870.0;22978.0;25816.0;30790.0;3.3;4.3;0.3;55.1;3.1;4.2;32.4;5.2;;;;;
56195;La Roche-Bernard;372;693;512.7;;;19063.0;;;;;;;;;;;;;;;;;;;;;;;
56196;Rochefort-en-Terre;255;517;373.2;;;19950.0;;;;;;;;;;;;;;;;;;;;;;;
56197;Le Roc-Saint-André;425;950;660.0;;;19688.0;;;;;;;;;;;;;;;;;;;;;;;
56198;Rohan;701;1673;1128.9;;;19103.0;;;;;;;;;;;;;;;;;;;;;;;
56199;Roudouallec;319;682;479.4;;;15972.0;;;;;;;;;;;;;;;;;;;;;;;
56200;Ruffiac;601;1423;964.6;;;18620.0;;;;;;;;;;;;;;;;;;;;;;;
56201;Le Saint;282;577;416.5;;;17878.0;;;;;;;;;;;;;;;;;;;;;;;
56202;Saint-Abraham;206;537;351.3;;;18254.0;;;;;;;;;;;;;;;;;;;;;;;
56203;Saint-Aignan;270;573;405.7;;;17764.0;;;;;;;;;;;;;;;;;;;;;;;
56204;Saint-Allouestre;258;594;406.0;;;18516.0;;;;;;;;;;;;;;;;;;;;;;;
56205;Saint-Armel;424;926;651.4;;;23198.0;;;;;;;;;;;;;;;;;;;;;;;
56206;Saint-Avé;4487;10935;7319.0;65;15548.0;21658.0;28546.0;12998.0;9824.0;13948.0;17010.0;19284.0;23922.0;26554.0;30924.0;38592.0;3.9;4.9;0.3;58.0;2.8;5.0;29.8;4.4;;;;;
56207;Saint-Barthélemy;512;1186;807.4;;;17848.0;;;;;;;;;;;;;;;;;;;;;;;
56208;Saint-Brieuc-de-Mauron;143;330;223.7;;;16094.0;;;;;;;;;;;;;;;;;;;;;;;
56209;Sainte-Brigitte;80;168;119.8;;;18570.0;;;;;;;;;;;;;;;;;;;;;;;
56210;Saint-Caradec-Trégomel;213;467;326.8;;;17090.0;;;;;;;;;;;;;;;;;;;;;;;
56211;Saint-Congard;325;741;508.4;;;18496.0;;;;;;;;;;;;;;;;;;;;;;;
56212;Saint-Dolay;1021;2466;1642.1;47;13190.0;17884.0;23436.0;10246.0;8612.0;12000.0;14282.0;16296.0;19942.0;22058.0;25108.0;29536.0;3.4;4.3;0.3;53.7;3.8;6.4;33.3;2.8;;;;;
56213;Saint-Gérand;432;1084;712.0;;;19892.0;;;;;;;;;;;;;;;;;;;;;;;
56214;Saint-Gildas-de-Rhuys;965;1839;1374.1;;;26068.0;;;;;;;;;;;;;;;;;;;;;;;
56215;Saint-Gonnery;431;1063;710.7;;;21036.0;;;;;;;;;;;;;;;;;;;;;;;
56216;Saint-Gorgon;171;380;263.7;;;17002.0;;;;;;;;;;;;;;;;;;;;;;;
56218;Saint-Gravé;319;727;497.7;;;17280.0;;;;;;;;;;;;;;;;;;;;;;;
56219;Saint-Guyomard;513;1341;857.8;;;19038.0;;;;;;;;;;;;;;;;;;;;;;;
56220;Sainte-Hélène;533;1251;853.2;;;20678.0;;;;;;;;;;;;;;;;;;;;;;;
56221;Saint-Jacut-les-Pins;648;1539;1037.4;;;17518.0;;;;;;;;;;;;;;;;;;;;;;;
56222;Saint-Jean-Brévelay;1124;2739;1832.7;51;14232.0;18512.0;23960.0;9728.0;9498.0;12912.0;15380.0;17086.0;20194.0;22748.0;25264.0;30106.0;3.2;3.9;0.3;58.3;2.7;6.5;28.7;3.8;;;;;
56223;Saint-Jean-la-Poterie;653;1570;1056.1;;;19468.0;;;;;;;;;;;;;;;;;;;;;;;
56224;Saint-Laurent-sur-Oust;157;381;254.1;;;18852.0;;;;;;;;;;;;;;;;;;;;;;;
56225;Saint-Léry;72;192;124.0;;;19290.0;;;;;;;;;;;;;;;;;;;;;;;
56226;Saint-Malo-de-Beignon;185;491;314.3;;;18034.0;;;;;;;;;;;;;;;;;;;;;;;
56227;Saint-Malo-des-Trois-Fontaines;231;539;366.1;;;16780.0;;;;;;;;;;;;;;;;;;;;;;;
56228;Saint-Marcel;459;1109;744.6;;;19556.0;;;;;;;;;;;;;;;;;;;;;;;
56229;Saint-Martin-sur-Oust;598;1321;919.5;;;18122.0;;;;;;;;;;;;;;;;;;;;;;;
56230;Saint-Nicolas-du-Tertre;200;445;306.5;;;17426.0;;;;;;;;;;;;;;;;;;;;;;;
56231;Saint-Nolff;1504;3807;2528.0;66;16586.0;22119.0;29368.0;12782.0;11794.0;15242.0;17940.0;20082.0;24684.0;27602.0;31624.0;39444.0;3.3;4.1;0.3;57.3;2.6;4.2;31.2;4.7;;;;;
56232;Saint-Perreux;471;1192;793.7;;;20592.0;;;;;;;;;;;;;;;;;;;;;;;
56233;Saint-Philibert;773;1636;1169.1;;;22458.0;;;;;;;;;;;;;;;;;;;;;;;
56234;Saint-Pierre-Quiberon;1227;2434;1783.3;63;14846.0;21802.0;29968.0;15122.0;9114.0;13150.0;16228.0;19172.0;25062.0;28088.0;32604.0;40956.0;4.5;5.8;0.3;31.3;3.1;6.4;50.4;8.8;;;;;
56236;Saint-Servant;351;805;552.3;;;18542.0;;;;;;;;;;;;;;;;;;;;;;;
56237;Saint-Thuriau;783;1983;1320.2;;;20724.0;;;;;;;;;;;;;;;;;;;;;;;
56238;Saint-Tugdual;182;374;268.8;;;16932.0;;;;;;;;;;;;;;;;;;;;;;;
56239;Saint-Vincent-sur-Oust;611;1523;1011.4;;;18958.0;;;;;;;;;;;;;;;;;;;;;;;
56240;Sarzeau;3999;8045;5860.5;67;16232.0;23434.0;32998.0;16766.0;10594.0;14802.0;17604.0;20303.0;26682.0;30452.0;35514.0;44010.0;4.2;5.4;0.3;30.2;2.6;6.8;53.2;7.2;;;;;
56241;Sauzon;426;914;641.2;;;19976.0;;;;;;;;;;;;;;;;;;;;;;;
56242;Séglien;286;677;461.5;;;17096.0;;;;;;;;;;;;;;;;;;;;;;;
56243;Séné;4149;9065;6367.8;67;16536.0;22968.0;31512.0;14976.0;11300.0;14964.0;17878.0;20400.0;26154.0;29354.0;33887.0;42358.0;3.7;5.0;0.3;49.5;3.0;6.2;35.8;5.5;;;;;
56244;Sérent;1243;2881;1964.7;50;13786.0;18376.0;23786.0;10000.0;9596.0;12360.0;14844.0;16760.0;20436.0;22384.0;25760.0;30208.0;3.1;4.4;0.3;51.8;3.5;9.7;30.0;5.0;;;;;
56245;Silfiac;184;387;274.7;;;16736.0;;;;;;;;;;;;;;;;;;;;;;;
56246;Le Sourn;902;2227;1487.0;64;15868.0;21270.0;26834.0;10966.0;11970.0;14978.0;17046.0;18992.0;23370.0;25314.0;28992.0;33438.0;2.8;3.8;0.3;57.9;2.6;9.2;26.3;4.0;;;;;
56247;Sulniac;1347;3562;2301.3;54;14956.0;19968.0;25670.0;10714.0;10666.0;13740.0;16080.0;18078.0;22072.0;24364.0;27828.0;32610.0;3.1;4.0;0.3;63.6;3.6;5.0;24.1;3.7;;;;;
56248;Surzur;1705;4413;2879.9;61;15422.0;21266.0;28584.0;13162.0;11328.0;14262.0;16506.0;18886.0;24078.0;26578.0;30904.0;37206.0;3.3;4.1;0.3;53.6;3.3;8.5;29.5;5.1;;;;;
56249;Taupont;948;2327;1558.6;57;15114.0;20247.0;26416.0;11302.0;10098.0;13874.0;15840.0;17786.0;22328.0;24800.0;28746.0;33868.0;3.4;4.4;0.3;58.3;2.5;5.5;27.6;6.1;;;;;
56250;Théhillac;243;606;401.8;;;18822.0;;;;;;;;;;;;;;;;;;;;;;;
56251;Theix;2942;7319;4873.4;66;16266.0;21968.0;28640.0;12374.0;11252.0;14768.0;17318.0;19714.0;24210.0;27060.0;30832.0;37786.0;3.4;4.3;0.3;57.9;2.8;5.5;29.1;4.7;;;;;
56252;Le Tour-du-Parc;552;1245;866.4;;;23232.0;;;;;;;;;;;;;;;;;;;;;;;
56253;Tréal;297;669;463.4;;;17826.0;;;;;;;;;;;;;;;;;;;;;;;
56254;Trédion;503;1266;828.8;;;18678.0;;;;;;;;;;;;;;;;;;;;;;;
56255;Treffléan;843;2269;1463.2;62;15836.0;20794.0;26674.0;10838.0;11388.0;14732.0;16890.0;18922.0;22540.0;25172.0;28750.0;34676.0;3.0;3.8;0.3;63.7;3.1;6.3;23.3;3.6;;;;;
56256;Tréhorenteuc;62;119;87.1;;;17062.0;;;;;;;;;;;;;;;;;;;;;;;
56257;La Trinité-Porhoët;320;661;473.2;;;16446.0;;;;;;;;;;;;;;;;;;;;;;;
56258;La Trinité-sur-Mer;855;1637;1219.1;;;23950.0;;;;;;;;;;;;;;;;;;;;;;;
56259;La Trinité-Surzur;594;1539;988.2;;;19257.0;;;;;;;;;;;;;;;;;;;;;;;
56260;Vannes;25406;49488;36080.0;58;12808.0;20860.0;30478.0;17670.0;5372.0;10732.0;14618.0;17834.0;24160.0;28074.0;33490.0;43620.0;8.1;10.3;0.4;48.5;3.0;6.1;36.0;6.4;;;;;
56261;La Vraie-Croix;561;1464;951.3;;;19034.0;;;;;;;;;;;;;;;;;;;;;;;
56262;Bono;1126;2467;1718.7;63;16446.0;21972.0;30930.0;14484.0;10932.0;14856.0;17534.0;19632.0;25000.0;28332.0;33818.0;41526.0;3.8;4.9;0.3;45.4;3.2;7.1;37.0;7.3;;;;;
56263;Sainte-Anne-d'Auray;1009;2537;1674.0;56;15538.0;20832.0;26994.0;11456.0;10702.0;14062.0;16514.0;18694.0;22672.0;25652.0;28160.0;33856.0;3.2;4.0;0.3;58.4;3.1;5.3;28.1;5.1;;;;;
56264;Kernascléden;165;359;253.7;;;16448.0;;;;;;;;;;;;;;;;;;;;;;;
57001;Aboncourt;124;361;229.7;;;20324.0;;;;;;;;;;;;;;;;;;;;;;;
57003;Abreschviller;564;1282;887.2;;;20660.0;;;;;;;;;;;;;;;;;;;;;;;
57006;Achen;387;1009;667.8;;;22080.0;;;;;;;;;;;;;;;;;;;;;;;
57007;Adaincourt;46;126;79.0;;;19306.0;;;;;;;;;;;;;;;;;;;;;;;
57008;Adelange;87;219;145.0;;;19492.0;;;;;;;;;;;;;;;;;;;;;;;
57009;Ajoncourt;44;112;73.4;;;20028.0;;;;;;;;;;;;;;;;;;;;;;;
57010;Alaincourt-la-Côte;56;141;91.9;;;21198.0;;;;;;;;;;;;;;;;;;;;;;;
57011;Albestroff;219;554;371.2;;;20292.0;;;;;;;;;;;;;;;;;;;;;;;
57012;Algrange;2623;5565;3911.8;37;12498.0;18490.0;26264.0;13766.0;6274.0;10968.0;13918.0;16212.0;21126.0;24502.0;28742.0;35028.0;5.6;7.0;0.3;34.9;3.6;1.8;26.7;33.0;;;;;
57013;Alsting;1099;2561;1772.2;61;16944.0;22880.0;32636.0;15692.0;12618.0;15826.0;18052.0;20536.0;25968.0;30268.0;36454.0;51216.0;4.1;5.5;0.3;67.6;2.7;4.7;20.3;4.7;;;;;
57014;Altrippe;146;406;261.5;;;21004.0;;;;;;;;;;;;;;;;;;;;;;;
57015;Altviller;220;573;378.8;;;22158.0;;;;;;;;;;;;;;;;;;;;;;;
57016;Alzing;167;415;279.6;;;21612.0;;;;;;;;;;;;;;;;;;;;;;;
57017;Amanvillers;829;2144;1416.3;62;16216.0;22512.0;29164.0;12948.0;11542.0;15166.0;17676.0;20384.0;24880.0;27706.0;31586.0;38056.0;3.3;3.9;0.3;62.6;2.9;3.3;23.2;8.0;;;;;
57018;Amelécourt;53;143;93.4;;;20112.0;;;;;;;;;;;;;;;;;;;;;;;
57019;Amnéville;4527;10553;7202.5;50;13966.0;19510.0;26326.0;12360.0;8136.0;12380.0;15018.0;17161.0;21924.0;24514.0;28394.0;34608.0;4.3;5.2;0.3;54.0;4.0;1.9;24.9;15.2;;;;;
57020;Ancerville;114;296;194.6;;;20178.0;;;;;;;;;;;;;;;;;;;;;;;
57021;Ancy-sur-Moselle;626;1457;1000.5;;;24050.0;;;;;;;;;;;;;;;;;;;;;;;
57022;Angevillers;496;1198;805.6;;;23068.0;;;;;;;;;;;;;;;;;;;;;;;
57024;Antilly;59;157;102.6;;;27074.0;;;;;;;;;;;;;;;;;;;;;;;
57025;Anzeling;188;533;338.4;;;21250.0;;;;;;;;;;;;;;;;;;;;;;;
57026;Apach;384;905;608.3;;;23927.0;;;;;;;;;;;;;;;;;;;;;;;
57027;Arraincourt;51;125;84.0;;;21220.0;;;;;;;;;;;;;;;;;;;;;;;
57028;Argancy;547;1370;914.9;;;25034.0;;;;;;;;;;;;;;;;;;;;;;;
57029;Arriance;89;219;146.8;;;19128.0;;;;;;;;;;;;;;;;;;;;;;;
57030;Arry;192;523;335.2;;;22944.0;;;;;;;;;;;;;;;;;;;;;;;
57031;Ars-Laquenexy;321;870;569.4;;;27704.0;;;;;;;;;;;;;;;;;;;;;;;
57032;Ars-sur-Moselle;2070;4467;3139.0;52;12844.0;18990.0;25492.0;12648.0;7158.0;11392.0;14124.0;16570.0;21400.0;23800.0;27240.0;32774.0;4.6;5.8;0.3;59.6;3.4;2.4;29.2;5.4;;;;;
57033;Arzviller;207;548;358.5;;;20504.0;;;;;;;;;;;;;;;;;;;;;;;
57035;Assenoncourt;44;110;73.4;;;19368.0;;;;;;;;;;;;;;;;;;;;;;;
57036;Attilloncourt;38;104;67.6;;;20904.0;;;;;;;;;;;;;;;;;;;;;;;
57037;Aube;106;259;171.6;;;22138.0;;;;;;;;;;;;;;;;;;;;;;;
57038;Audun-le-Tiche;2515;5207;3706.0;30;13898.0;22266.0;32090.0;18192.0;6516.0;12078.0;15542.0;18970.0;26014.0;29824.0;35254.0;42246.0;6.5;8.0;0.3;13.4;2.5;2.0;17.8;64.3;;;;;
57039;Augny;722;1794;1206.5;;;25092.0;;;;;;;;;;;;;;;;;;;;;;;
57040;Aulnois-sur-Seille;100;268;171.8;;;21454.0;;;;;;;;;;;;;;;;;;;;;;;
57041;Aumetz;930;2087;1442.2;33;13402.0;20554.0;28864.0;15462.0;7632.0;11574.0;14734.0;17628.0;23368.0;26498.0;31082.0;40232.0;5.3;6.7;0.3;21.5;3.2;3.3;21.4;50.6;;;;;
57042;Avricourt;285;631;441.0;;;16462.0;;;;;;;;;;;;;;;;;;;;;;;
57043;Ay-sur-Moselle;604;1530;1028.7;;;25010.0;;;;;;;;;;;;;;;;;;;;;;;
57044;Azoudange;43;113;74.2;;;16710.0;;;;;;;;;;;;;;;;;;;;;;;
57045;Bacourt;49;124;81.4;;;18518.0;;;;;;;;;;;;;;;;;;;;;;;
57046;Baerenthal;364;789;554.0;;;20228.0;;;;;;;;;;;;;;;;;;;;;;;
57047;Bambiderstroff;427;1070;715.4;;;21101.0;;;;;;;;;;;;;;;;;;;;;;;
57049;Le Ban-Saint-Martin;1807;3970;2762.1;62;14972.0;22036.0;32138.0;17166.0;9220.0;13342.0;16306.0;18978.0;25334.0;29742.0;35752.0;48516.0;5.3;7.1;0.4;58.6;2.5;5.2;22.3;11.4;;;;;
57050;Barchain;41;115;73.4;;;18996.0;;;;;;;;;;;;;;;;;;;;;;;
57051;Baronville;147;380;250.1;;;19508.0;;;;;;;;;;;;;;;;;;;;;;;
57052;Barst;229;580;384.6;;;23112.0;;;;;;;;;;;;;;;;;;;;;;;
57053;Bassing;52;124;83.6;;;21008.0;;;;;;;;;;;;;;;;;;;;;;;
57054;Baudrecourt;78;193;128.2;;;22708.0;;;;;;;;;;;;;;;;;;;;;;;
57055;Bazoncourt;185;537;339.6;;;23670.0;;;;;;;;;;;;;;;;;;;;;;;
57056;Bébing;84;197;135.4;;;20948.0;;;;;;;;;;;;;;;;;;;;;;;
57057;Béchy;223;611;388.9;;;21742.0;;;;;;;;;;;;;;;;;;;;;;;
57058;Behren-lès-Forbach;2574;6630;4356.2;26;6788.0;12190.0;17436.0;10648.0;2635.0;5571.0;7930.0;10214.0;14102.0;16104.0;19120.0;25408.0;9.6;11.3;0.4;48.8;6.8;1.9;40.5;2.0;;;;;
57060;Bénestroff;216;538;354.4;;;19044.0;;;;;;;;;;;;;;;;;;;;;;;
57061;Béning-lès-Saint-Avold;501;1134;792.6;;;20210.0;;;;;;;;;;;;;;;;;;;;;;;
57062;Berg-sur-Moselle;160;427;278.5;;;27126.0;;;;;;;;;;;;;;;;;;;;;;;
57063;Bérig-Vintrange;96;249;165.3;;;18894.0;;;;;;;;;;;;;;;;;;;;;;;
57064;Berling;117;295;195.3;;;21414.0;;;;;;;;;;;;;;;;;;;;;;;
57065;Bermering;86;226;149.2;;;18192.0;;;;;;;;;;;;;;;;;;;;;;;
57066;Berthelming;207;507;344.4;;;19896.0;;;;;;;;;;;;;;;;;;;;;;;
